CODGEO,CODE_DEPCOM_PLM,nb,NOM_COMM,x_ctr.CODGEO,y_ctr.CODGEO,x_ctr.CODE_DEPCOM_PLM,y_ctr.CODE_DEPCOM_PLM
24322,67043,1,PERIGUEUX,520798,6456451,1050083,6845387
24322,67151,1,PERIGUEUX,520798,6456451,1059209,6854688
24322,67482,1,PERIGUEUX,520798,6456451,1050377,6840891
24322,67519,1,PERIGUEUX,520798,6456451,1055401,6850644
24322,75056,1,PERIGUEUX,520798,6456451,651899.15,6862516.1
24322,87001,1,PERIGUEUX,520798,6456451,555219,6523566
24322,87075,1,PERIGUEUX,520798,6456451,562262,6524274
24322,87187,1,PERIGUEUX,520798,6456451,559742,6492149
25056,21231,1,BESANCON,928499,6686815,854218,6693400
25056,21482,1,BESANCON,928499,6686815,884927,6692951
25056,25014,1,BESANCON,928499,6686815,938073,6694174
25056,25021,1,BESANCON,928499,6686815,910940,6662817
25056,25035,1,BESANCON,928499,6686815,924600,6693225
25056,25038,1,BESANCON,928499,6686815,946259,6707933
25056,25058,1,BESANCON,928499,6686815,927317,6682968
25056,25074,1,BESANCON,928499,6686815,981857,6682688
25056,25079,1,BESANCON,928499,6686815,934484,6647644
25056,25084,1,BESANCON,928499,6686815,919783,6677071
25056,25086,1,BESANCON,928499,6686815,933404,6694432
25056,25098,1,BESANCON,928499,6686815,914442,6663432
25056,25107,1,BESANCON,928499,6686815,944652,6705429
25056,25111,1,BESANCON,928499,6686815,933480,6689755
25056,25127,1,BESANCON,928499,6686815,989141,6686321
25056,25133,1,BESANCON,928499,6686815,927155,6693629
25056,25136,1,BESANCON,928499,6686815,918976,6691183
25056,25137,1,BESANCON,928499,6686815,938531,6698044
25056,25147,1,BESANCON,928499,6686815,918796,6684419
25056,25149,1,BESANCON,928499,6686815,924218,6675286
25056,25156,2,BESANCON,928499,6686815,963755,6704954
25056,25186,1,BESANCON,928499,6686815,921795,6697304
25056,25200,1,BESANCON,928499,6686815,927642,6695921
25056,25204,1,BESANCON,928499,6686815,954828,6652806
25056,25217,1,BESANCON,928499,6686815,916728,6694066
25056,25220,1,BESANCON,928499,6686815,929260,6672964
25056,25222,1,BESANCON,928499,6686815,947589,6677461
25056,25240,1,BESANCON,928499,6686815,975201,6670837
25056,25258,1,BESANCON,928499,6686815,921296,6685460
25056,25267,1,BESANCON,928499,6686815,936018,6687407
25056,25287,1,BESANCON,928499,6686815,919543,6681507
25056,25298,1,BESANCON,928499,6686815,949567,6698948
25056,25301,1,BESANCON,928499,6686815,970455,6679032
25056,25334,1,BESANCON,928499,6686815,937107,6655068
25056,25339,1,BESANCON,928499,6686815,946538,6665608
25056,25381,1,BESANCON,928499,6686815,924700,6691573
25056,25388,1,BESANCON,928499,6686815,985780,6719010
25056,25397,1,BESANCON,928499,6686815,920162,6679914
25056,25400,1,BESANCON,928499,6686815,942056,6669379
25056,25406,1,BESANCON,928499,6686815,930788,6675927
25056,25417,1,BESANCON,928499,6686815,944923,6684082
25056,25429,1,BESANCON,928499,6686815,936478,6691956
25056,25430,1,BESANCON,928499,6686815,944590,6706932
25056,25432,1,BESANCON,928499,6686815,967110,6676394
25056,25434,1,BESANCON,928499,6686815,938304,6671960
25056,25454,1,BESANCON,928499,6686815,924013,6688797
25056,25462,1,BESANCON,928499,6686815,955283,6650527
25056,25463,1,BESANCON,928499,6686815,984318,6705040
25056,25491,1,BESANCON,928499,6686815,940893,6703538
25056,25505,1,BESANCON,928499,6686815,952590,6714331
25056,25526,1,BESANCON,928499,6686815,983867,6718536
25056,25527,1,BESANCON,928499,6686815,912814,6679480
25056,25529,1,BESANCON,928499,6686815,970620,6694314
25056,25537,1,BESANCON,928499,6686815,933216,6671243
25056,25544,1,BESANCON,928499,6686815,961555,6695426
25056,25558,1,BESANCON,928499,6686815,935761,6677512
25056,25560,1,BESANCON,928499,6686815,932406,6691411
25056,25561,1,BESANCON,928499,6686815,919842,6678890
25056,25566,1,BESANCON,928499,6686815,943321,6703451
25056,25622,1,BESANCON,928499,6686815,915720,6684707
25056,25633,1,BESANCON,928499,6686815,944044,6667740
25056,39013,1,BESANCON,928499,6686815,911113,6648442
25056,39188,1,BESANCON,928499,6686815,892375,6687070
25056,39190,2,BESANCON,928499,6686815,907754,6676381
25056,39198,1,BESANCON,928499,6686815,888835,6668754
25056,39300,1,BESANCON,928499,6686815,895198,6622537
25056,39398,1,BESANCON,928499,6686815,901805,6685651
25056,39434,1,BESANCON,928499,6686815,906349,6640856
25056,39439,1,BESANCON,928499,6686815,914517,6659687
25056,39478,1,BESANCON,928499,6686815,919991,6591452
25056,39528,1,BESANCON,928499,6686815,897789,6686631
25056,40264,1,BESANCON,928499,6686815,356551,6289914
25056,54138,1,BESANCON,928499,6686815,896363,6938922
25056,54257,1,BESANCON,928499,6686815,935228,6843898
25056,54318,1,BESANCON,928499,6686815,925063,6854393
25056,57757,1,BESANCON,928499,6686815,931648,6922370
25056,59599,1,BESANCON,928499,6686815,711348,7069530
25056,62004,1,BESANCON,928499,6686815,682831,7019523
25056,62250,1,BESANCON,928499,6686815,696249,7040062
25056,63206,1,BESANCON,928499,6686815,695462,6540211
25056,67482,1,BESANCON,928499,6686815,1050377,6840891
25056,70124,1,BESANCON,928499,6686815,901374,6701060
25056,70185,1,BESANCON,928499,6686815,900144,6702511
25056,70193,1,BESANCON,928499,6686815,906841,6693965
25056,70257,1,BESANCON,928499,6686815,921801,6713874
25056,70334,1,BESANCON,928499,6686815,909426,6691399
25056,70357,1,BESANCON,928499,6686815,945416,6712357
25056,70393,1,BESANCON,928499,6686815,921126,6706459
25056,70431,1,BESANCON,928499,6686815,933784,6712191
25056,70491,1,BESANCON,928499,6686815,906641,6721013
25056,70532,1,BESANCON,928499,6686815,935963,6721626
25056,71306,1,BESANCON,928499,6686815,804653,6619438
25056,89430,1,BESANCON,928499,6686815,758504,6756413
25056,90010,1,BESANCON,928499,6686815,989942,6733448
26362,05008,1,VALENCE,849172,6427718,916841,6380801
26362,05010,1,VALENCE,849172,6427718,918466,6384295
26362,07007,1,VALENCE,849172,6427718,836353,6428698
26362,07052,1,VALENCE,849172,6427718,836688,6430488
26362,07064,1,VALENCE,849172,6427718,812261,6423907
26362,07070,1,VALENCE,849172,6427718,845733,6431107
26362,07129,1,VALENCE,849172,6427718,824593,6433058
26362,07295,1,VALENCE,849172,6427718,824868,6414817
26362,07316,1,VALENCE,849172,6427718,846074,6422818
26362,07338,1,VALENCE,849172,6427718,829876,6423196
26362,14098,1,VALENCE,849172,6427718,444017,6906992
26362,16102,1,VALENCE,849172,6427718,440990,6516149
26362,26004,1,VALENCE,849172,6427718,859823,6432681
26362,26037,1,VALENCE,849172,6427718,853441,6419988
26362,26058,1,VALENCE,849172,6427718,849468,6429393
26362,26064,1,VALENCE,849172,6427718,859443,6424329
26362,26084,2,VALENCE,849172,6427718,852393,6436831
26362,26096,1,VALENCE,849172,6427718,854169,6444010
26362,26108,1,VALENCE,849172,6427718,860094,6405299
26362,26177,1,VALENCE,849172,6427718,852795,6448313
26362,26179,1,VALENCE,849172,6427718,848790,6443641
26362,26197,1,VALENCE,849172,6427718,860201,6428534
26362,26198,1,VALENCE,849172,6427718,839041,6385928
26362,26208,1,VALENCE,849172,6427718,853422,6412857
26362,26271,1,VALENCE,849172,6427718,845547,6436448
26362,26347,1,VALENCE,849172,6427718,844993,6442962
26362,28218,1,VALENCE,849172,6427718,586475,6816442
26362,30189,1,VALENCE,849172,6427718,809397,6305150
26362,30248,1,VALENCE,849172,6427718,801829,6323283
26362,30285,1,VALENCE,849172,6427718,798816,6326644
26362,31091,1,VALENCE,849172,6427718,571975,6292976
26362,31439,1,VALENCE,849172,6427718,588855,6270306
26362,32253,1,VALENCE,849172,6427718,520023,6324656
26362,38195,1,VALENCE,849172,6427718,886695,6452522
26362,38239,1,VALENCE,849172,6427718,900874,6472791
26362,38281,1,VALENCE,849172,6427718,906419,6463915
26362,38344,1,VALENCE,849172,6427718,841799,6476354
26362,38453,1,VALENCE,849172,6427718,882952,6448991
26362,38474,1,VALENCE,849172,6427718,909188,6459715
26362,38540,1,VALENCE,849172,6427718,904973,6467031
26362,38559,1,VALENCE,849172,6427718,888668,6459607
26362,38566,1,VALENCE,849172,6427718,897394,6472197
26362,43200,1,VALENCE,849172,6427718,783559,6437852
26362,47001,2,VALENCE,849172,6427718,509715,6347775
26362,49214,1,VALENCE,849172,6427718,428319,6720418
26362,54040,1,VALENCE,849172,6427718,987492,6829277
26362,57160,1,VALENCE,849172,6427718,969253,6906929
26362,57240,1,VALENCE,849172,6427718,978554,6900899
26362,62555,1,VALENCE,849172,6427718,664639,7045096
26362,62737,1,VALENCE,849172,6427718,677494,7038623
26362,62771,1,VALENCE,849172,6427718,690193,7035799
26362,69199,1,VALENCE,849172,6427718,844174,6513822
26362,71227,1,VALENCE,849172,6427718,769642,6619898
26362,72181,1,VALENCE,849172,6427718,490999,6770788
26362,73155,1,VALENCE,849172,6427718,928848,6509007
26362,75056,1,VALENCE,849172,6427718,651899.15,6862516.1
26362,77494,1,VALENCE,849172,6427718,688634,6809737
26362,78193,1,VALENCE,849172,6427718,625242,6845349
26362,78238,1,VALENCE,849172,6427718,617470,6874436
26362,81144,1,VALENCE,849172,6427718,633399,6317485
26362,81149,1,VALENCE,849172,6427718,602001,6303944
26362,81244,1,VALENCE,849172,6427718,630253,6328507
26362,81257,1,VALENCE,849172,6427718,636546,6316948
26362,81259,1,VALENCE,849172,6427718,647519,6321372
26362,81306,1,VALENCE,849172,6427718,638456,6323952
26362,82008,1,VALENCE,849172,6427718,531775,6332266
26362,82073,1,VALENCE,849172,6427718,534211,6337221
26362,83152,1,VALENCE,849172,6427718,981661,6235005
26362,86082,1,VALENCE,849172,6427718,483065,6581519
27229,14409,1,EVREUX,564892,6881977,466918,6913443
27229,17200,1,EVREUX,564892,6881977,379761,6573944
27229,27003,1,EVREUX,564892,6881977,567167,6898532
27229,27014,1,EVREUX,564892,6881977,565310,6895927
27229,27020,1,EVREUX,564892,6881977,561282,6879029
27229,27025,1,EVREUX,564892,6881977,574392,6889911
27229,27037,1,EVREUX,564892,6881977,540817,6887753
27229,27082,1,EVREUX,564892,6881977,556278,6878784
27229,27127,1,EVREUX,564892,6881977,561310,6896778
27229,27132,1,EVREUX,564892,6881977,556270,6882359
27229,27147,1,EVREUX,564892,6881977,566151,6891831
27229,27191,1,EVREUX,564892,6881977,571742,6891358
27229,27238,1,EVREUX,564892,6881977,552325,6882061
27229,27250,1,EVREUX,564892,6881977,569521,6893639
27229,27256,1,EVREUX,564892,6881977,571655,6870638
27229,27268,1,EVREUX,564892,6881977,551731,6874187
27229,27275,1,EVREUX,564892,6881977,578613,6896896
27229,27280,1,EVREUX,564892,6881977,571459,6882954
27229,27335,1,EVREUX,564892,6881977,567834,6894948
27229,27342,1,EVREUX,564892,6881977,562050,6893534
27229,27354,1,EVREUX,564892,6881977,548640,6899485
27229,27375,1,EVREUX,564892,6881977,566339,6903295
27229,27378,1,EVREUX,564892,6881977,567934,6854054
27229,27387,1,EVREUX,564892,6881977,556876,6869708
27229,27438,1,EVREUX,564892,6881977,567235,6854442
27229,27446,1,EVREUX,564892,6881977,551143,6885479
27229,27478,1,EVREUX,564892,6881977,569219,6875239
27229,27483,1,EVREUX,564892,6881977,560084,6900102
27229,27486,1,EVREUX,564892,6881977,554698,6891553
27229,27534,1,EVREUX,564892,6881977,556326,6905879
27229,27611,1,EVREUX,564892,6881977,573209,6887605
27229,27678,1,EVREUX,564892,6881977,559953,6873804
27229,27681,2,EVREUX,564892,6881977,589353,6889055
27229,27685,1,EVREUX,564892,6881977,535124,6871003
27229,27693,1,EVREUX,564892,6881977,560011,6870477
27229,37261,1,EVREUX,564892,6881977,525641,6701698
27229,44162,1,EVREUX,564892,6881977,348174,6689387
27229,62498,1,EVREUX,564892,6881977,688077,7037113
27229,71306,1,EVREUX,564892,6881977,804653,6619438
27229,76540,1,EVREUX,564892,6881977,562355,6928721
27229,77294,1,EVREUX,564892,6881977,671923,6876073
27229,80552,1,EVREUX,564892,6881977,697407,6987920
28085,17065,1,CHARTRES,588211,6817344,393684,6550402
28085,17283,1,CHARTRES,588211,6817344,423394,6504072
28085,27216,1,CHARTRES,588211,6817344,565554,6889894
28085,28001,1,CHARTRES,588211,6817344,585329,6854974
28085,28006,1,CHARTRES,588211,6817344,581098,6816963
28085,28015,1,CHARTRES,588211,6817344,609297,6818655
28085,28018,1,CHARTRES,588211,6817344,543416,6790461
28085,28021,1,CHARTRES,588211,6817344,576315,6808710
28085,28032,1,CHARTRES,588211,6817344,600234,6800517
28085,28034,1,CHARTRES,588211,6817344,587736,6827300
28085,28035,1,CHARTRES,588211,6817344,592921,6810401
28085,28051,1,CHARTRES,588211,6817344,580196,6788011
28085,28059,1,CHARTRES,588211,6817344,558128,6845092
28085,28061,2,CHARTRES,588211,6817344,563869,6791569
28085,28062,1,CHARTRES,588211,6817344,591332,6850814
28085,28070,1,CHARTRES,588211,6817344,589292,6819757
28085,28072,1,CHARTRES,588211,6817344,541963,6803308
28085,28073,1,CHARTRES,588211,6817344,600756,6822189
28085,28088,1,CHARTRES,588211,6817344,576214,6775797
28085,28089,1,CHARTRES,588211,6817344,570273,6832596
28085,28091,1,CHARTRES,588211,6817344,566964,6806950
28085,28102,1,CHARTRES,588211,6817344,580841,6828222
28085,28116,1,CHARTRES,588211,6817344,569888,6818084
28085,28120,1,CHARTRES,588211,6817344,558449,6842485
28085,28122,1,CHARTRES,588211,6817344,588405,6805771
28085,28128,1,CHARTRES,588211,6817344,578151,6824433
28085,28137,1,CHARTRES,588211,6817344,606105,6827994
28085,28173,1,CHARTRES,588211,6817344,591834,6819717
28085,28183,1,CHARTRES,588211,6817344,621810,6805525
28085,28184,1,CHARTRES,588211,6817344,614043,6805445
28085,28192,1,CHARTRES,588211,6817344,560027,6804404
28085,28196,2,CHARTRES,588211,6817344,570057,6801453
28085,28206,2,CHARTRES,588211,6817344,565806,6846409
28085,28214,1,CHARTRES,588211,6817344,553306,6820890
28085,28269,1,CHARTRES,588211,6817344,588473,6811843
28085,28278,1,CHARTRES,588211,6817344,594738,6817253
28085,28291,1,CHARTRES,588211,6817344,609181,6806694
28085,28304,1,CHARTRES,588211,6817344,604356,6798045
28085,28309,1,CHARTRES,588211,6817344,598924,6808094
28085,28313,1,CHARTRES,588211,6817344,607150,6805053
28085,28344,1,CHARTRES,588211,6817344,606729,6813156
28085,28364,1,CHARTRES,588211,6817344,594242,6788895
28085,28366,1,CHARTRES,588211,6817344,606235,6810461
28085,28373,2,CHARTRES,588211,6817344,554688,6830845
28085,28379,1,CHARTRES,588211,6817344,595680,6824972
28085,28380,1,CHARTRES,588211,6817344,596189,6813126
28085,28386,1,CHARTRES,588211,6817344,571007,6831342
28085,28395,1,CHARTRES,588211,6817344,541819,6801283
28085,28397,1,CHARTRES,588211,6817344,601832,6820472
28085,28403,1,CHARTRES,588211,6817344,587346,6810520
28085,28404,1,CHARTRES,588211,6817344,579397,6848002
28085,28419,1,CHARTRES,588211,6817344,582799,6798532
28085,28421,1,CHARTRES,588211,6817344,604301,6811889
28085,30186,1,CHARTRES,588211,6817344,799008,6299874
28085,33063,1,CHARTRES,588211,6817344,417217,6421809
28085,35288,1,CHARTRES,588211,6817344,331253,6850255
28085,37261,1,CHARTRES,588211,6817344,525641,6701698
28085,41270,1,CHARTRES,588211,6817344,582760,6763134
28085,45008,1,CHARTRES,588211,6817344,616479,6776362
28085,45015,2,CHARTRES,588211,6817344,633366,6797620
28085,45234,1,CHARTRES,588211,6817344,618116,6756324
28085,45296,1,CHARTRES,588211,6817344,603035,6767464
28085,45310,1,CHARTRES,588211,6817344,641019,6799848
28085,49086,1,CHARTRES,588211,6817344,438843,6691181
28085,49220,1,CHARTRES,588211,6817344,444037,6743899
28085,59599,1,CHARTRES,588211,6817344,711348,7069530
28085,60141,1,CHARTRES,588211,6817344,660682,6898717
28085,61230,1,CHARTRES,588211,6817344,534033,6827922
28085,62019,1,CHARTRES,588211,6817344,679343,7036507
28085,62133,1,CHARTRES,588211,6817344,693727,7035604
28085,63302,1,CHARTRES,588211,6817344,709827,6511235
28085,63395,2,CHARTRES,588211,6817344,708409,6504560
28085,75056,2,CHARTRES,588211,6817344,651899.15,6862516.1
28085,78003,1,CHARTRES,588211,6817344,614000,6824671
28085,78307,1,CHARTRES,588211,6817344,603354,6839664
28085,78407,1,CHARTRES,588211,6817344,598531,6841503
28085,78486,1,CHARTRES,588211,6817344,615667,6844380
28085,78621,1,CHARTRES,588211,6817344,626639,6853427
28085,91122,1,CHARTRES,588211,6817344,638279,6844373
28085,91200,1,CHARTRES,588211,6817344,626972,6825870
28085,91249,1,CHARTRES,588211,6817344,633618,6836803
28085,91274,1,CHARTRES,588211,6817344,635800,6841636
28085,91275,1,CHARTRES,588211,6817344,636584,6842394
28085,91338,1,CHARTRES,588211,6817344,631938,6838765
28085,91377,1,CHARTRES,588211,6817344,646786,6848065
28085,91390,1,CHARTRES,588211,6817344,632275,6802031
28085,91471,1,CHARTRES,588211,6817344,640205,6844529
28085,91645,1,CHARTRES,588211,6817344,645804,6849959
28085,91661,1,CHARTRES,588211,6817344,643172,6844717
28085,91692,1,CHARTRES,588211,6817344,638717,6842763
28085,92007,1,CHARTRES,588211,6817344,649491,6855529
28085,92020,1,CHARTRES,588211,6817344,647748,6855909
28085,92051,1,CHARTRES,588211,6817344,646296,6865504
28085,92064,1,CHARTRES,588211,6817344,642419,6860993
28085,93046,1,CHARTRES,588211,6817344,665944,6868804
29232,02691,1,QUIMPER,171326,6789950,720551,6972152
29232,08239,1,QUIMPER,171326,6789950,800382,6922893
29232,29006,1,QUIMPER,171326,6789950,169008,6776845
29232,29019,1,QUIMPER,171326,6789950,146575,6836210
29232,29026,1,QUIMPER,171326,6789950,173900,6812126
29232,29027,1,QUIMPER,171326,6789950,194320,6809149
29232,29032,1,QUIMPER,171326,6789950,172551,6778897
29232,29037,1,QUIMPER,171326,6789950,165597,6778308
29232,29039,1,QUIMPER,171326,6789950,183433,6775410
29232,29041,1,QUIMPER,171326,6789950,191861,6795404
29232,29043,1,QUIMPER,171326,6789950,163009,6831424
29232,29046,1,QUIMPER,171326,6789950,155036,6802173
29232,29049,1,QUIMPER,171326,6789950,186756,6788477
29232,29053,1,QUIMPER,171326,6789950,168417,6823498
29232,29057,1,QUIMPER,171326,6789950,179295,6779571
29232,29058,1,QUIMPER,171326,6789950,176667,6778026
29232,29060,1,QUIMPER,171326,6789950,169199,6780663
29232,29062,1,QUIMPER,171326,6789950,182319,6808344
29232,29066,1,QUIMPER,171326,6789950,163792,6795731
29232,29085,1,QUIMPER,171326,6789950,164549,6773458
29232,29103,1,QUIMPER,171326,6789950,164703,6841329
29232,29110,1,QUIMPER,171326,6789950,185755,6796596
29232,29161,1,QUIMPER,171326,6789950,174471,6779660
29232,29162,1,QUIMPER,171326,6789950,183121,6814570
29232,29170,1,QUIMPER,171326,6789950,166609,6783654
29232,29173,1,QUIMPER,171326,6789950,163163,6793033
29232,29174,1,QUIMPER,171326,6789950,156547,6780920
29232,29202,1,QUIMPER,171326,6789950,190974,6837664
29232,29215,1,QUIMPER,171326,6789950,146908,6791173
29232,29216,2,QUIMPER,171326,6789950,165147,6788824
29232,29225,1,QUIMPER,171326,6789950,151386,6787216
29232,29229,1,QUIMPER,171326,6789950,170869,6803394
29232,29233,2,QUIMPER,171326,6789950,210911,6772773
29232,29241,1,QUIMPER,171326,6789950,190526,6784305
29232,29243,1,QUIMPER,171326,6789950,176081,6811260
29232,29247,1,QUIMPER,171326,6789950,176502,6782890
29232,29263,1,QUIMPER,171326,6789950,176025,6816888
29232,29267,1,QUIMPER,171326,6789950,188807,6807289
29232,29291,1,QUIMPER,171326,6789950,189823,6800586
29232,29302,1,QUIMPER,171326,6789950,174483,6818513
29232,33476,1,QUIMPER,171326,6789950,403060,6472353
29232,35238,1,QUIMPER,171326,6789950,351870,6789646
29232,44162,1,QUIMPER,171326,6789950,348174,6689387
29232,54197,1,QUIMPER,171326,6789950,936037,6840918
29232,54257,1,QUIMPER,171326,6789950,935228,6843898
29232,54318,1,QUIMPER,171326,6789950,925063,6854393
29232,56057,2,QUIMPER,171326,6789950,216713,6790181
29232,56199,1,QUIMPER,171326,6789950,200849,6801935
29232,59569,1,QUIMPER,171326,6789950,708046,7029478
29232,62065,1,QUIMPER,171326,6789950,688091,7034696
29232,62771,1,QUIMPER,171326,6789950,690193,7035799
29232,63113,1,QUIMPER,171326,6789950,706746,6520012
29232,68224,1,QUIMPER,171326,6789950,1024993,6747619
29232,91589,1,QUIMPER,171326,6789950,652331,6841708
29232,91687,1,QUIMPER,171326,6789950,654041,6841221
2A004,21231,1,AJACCIO,1176426,6108968,854218,6693400
2A004,2A272,1,AJACCIO,1176426,6108968,1198660,6076586
2A004,2B050,1,AJACCIO,1176426,6108968,1172899,6180349
2A004,2B096,1,AJACCIO,1176426,6108968,1207482,6153727
2A004,2B193,1,AJACCIO,1176426,6108968,1210924,6161190
2A004,34172,1,AJACCIO,1176426,6108968,772440,6278125
2A004,62193,1,AJACCIO,1176426,6108968,619411,7095194
2A004,62587,1,AJACCIO,1176426,6108968,695006,7036699
2A004,69282,1,AJACCIO,1176426,6108968,855641,6520503
2A004,75056,1,AJACCIO,1176426,6108968,651899.15,6862516.1
2A004,91377,2,AJACCIO,1176426,6108968,646786,6848065
2A004,91687,1,AJACCIO,1176426,6108968,654041,6841221
2B033,21231,1,BASTIA,1228512,6199407,854218,6693400
2B033,2A247,1,BASTIA,1228512,6199407,1224422,6075263
2B033,2B009,1,BASTIA,1228512,6199407,1239060,6134891
2B033,2B034,1,BASTIA,1228512,6199407,1194175,6183939
2B033,2B050,1,BASTIA,1228512,6199407,1172899,6180349
2B033,2B123,1,BASTIA,1228512,6199407,1231019,6123322
2B033,2B134,1,BASTIA,1228512,6199407,1187177,6188917
2B033,2B168,1,BASTIA,1228512,6199407,1188662,6187050
2B033,2B182,1,BASTIA,1228512,6199407,1193544,6182612
2B033,2B298,1,BASTIA,1228512,6199407,1216657,6196327
2B033,62587,1,BASTIA,1228512,6199407,695006,7036699
2B033,64003,1,BASTIA,1228512,6199407,406353,6262241
2B033,64239,1,BASTIA,1228512,6199407,442623,6261984
2B033,67482,1,BASTIA,1228512,6199407,1050377,6840891
2B033,91687,1,BASTIA,1228512,6199407,654041,6841221
30189,03310,1,NIMES,809397,6305150,732872,6558663
30189,07102,1,NIMES,809397,6305150,847895,6427888
30189,07281,1,NIMES,809397,6305150,845513,6429417
30189,07316,1,NIMES,809397,6305150,846074,6422818
30189,07324,1,NIMES,809397,6305150,844230,6442552
30189,30002,1,NIMES,809397,6305150,790089,6319182
30189,30003,1,NIMES,809397,6305150,796368,6274912
30189,30007,1,NIMES,809397,6305150,786494,6337056
30189,30010,1,NIMES,809397,6305150,778960,6328895
30189,30011,1,NIMES,809397,6305150,841792,6318865
30189,30012,1,NIMES,809397,6305150,835061,6311672
30189,30028,1,NIMES,809397,6305150,829549,6341720
30189,30032,2,NIMES,809397,6305150,832249,6302302
30189,30033,1,NIMES,809397,6305150,806684,6291930
30189,30034,1,NIMES,809397,6305150,821997,6296127
30189,30036,1,NIMES,809397,6305150,803577,6297116
30189,30041,1,NIMES,809397,6305150,809858,6319223
30189,30047,1,NIMES,809397,6305150,814848,6301164
30189,30057,1,NIMES,809397,6305150,818233,6312856
30189,30060,1,NIMES,809397,6305150,810977,6300620
30189,30062,1,NIMES,809397,6305150,795970,6299164
30189,30075,1,NIMES,809397,6305150,801533,6303711
30189,30082,1,NIMES,809397,6305150,797989,6303856
30189,30088,1,NIMES,809397,6305150,789520,6306821
30189,30102,1,NIMES,809397,6305150,804138,6315575
30189,30117,1,NIMES,809397,6305150,829853,6289556
30189,30128,1,NIMES,809397,6305150,808679,6293069
30189,30135,1,NIMES,809397,6305150,825749,6304468
30189,30141,1,NIMES,809397,6305150,832692,6335382
30189,30146,1,NIMES,809397,6305150,788764,6321690
30189,30147,1,NIMES,809397,6305150,784244,6324349
30189,30156,1,NIMES,809397,6305150,816092,6307851
30189,30160,1,NIMES,809397,6305150,790694,6323596
30189,30166,1,NIMES,809397,6305150,825472,6310510
30189,30169,1,NIMES,809397,6305150,805254,6299850
30189,30179,1,NIMES,809397,6305150,828068,6309832
30189,30182,1,NIMES,809397,6305150,793055,6306526
30189,30193,1,NIMES,809397,6305150,797101,6308994
30189,30206,1,NIMES,809397,6305150,814348,6313458
30189,30210,1,NIMES,809397,6305150,780335,6312778
30189,30211,2,NIMES,809397,6305150,820409,6304806
30189,30217,1,NIMES,809397,6305150,835610,6320956
30189,30221,1,NIMES,809397,6305150,842502,6329674
30189,30224,1,NIMES,809397,6305150,799193,6315466
30189,30233,1,NIMES,809397,6305150,796139,6314132
30189,30241,1,NIMES,809397,6305150,802636,6319930
30189,30249,1,NIMES,809397,6305150,798872,6301413
30189,30255,1,NIMES,809397,6305150,797663,6317028
30189,30257,1,NIMES,809397,6305150,818028,6309821
30189,30258,1,NIMES,809397,6305150,815435,6287559
30189,30259,1,NIMES,809397,6305150,790117,6331955
30189,30281,1,NIMES,809397,6305150,795513,6310544
30189,30308,1,NIMES,809397,6305150,814344,6318368
30189,30311,1,NIMES,809397,6305150,776155,6316391
30189,30317,1,NIMES,809397,6305150,824668,6313715
30189,30321,1,NIMES,809397,6305150,787756,6298988
30189,30330,1,NIMES,809397,6305150,779900,6325367
30189,30334,1,NIMES,809397,6305150,813843,6324737
30189,30341,1,NIMES,809397,6305150,802897,6289082
30189,30344,2,NIMES,809397,6305150,798285,6294586
30189,30347,1,NIMES,809397,6305150,801444,6294265
30189,30352,1,NIMES,809397,6305150,788265,6299464
30189,30354,1,NIMES,809397,6305150,792174,6316024
30189,31555,1,NIMES,809397,6305150,574179,6279607
30189,34022,1,NIMES,809397,6305150,781723,6285207
30189,34057,1,NIMES,809397,6305150,772749,6282305
30189,34090,1,NIMES,809397,6305150,775782,6283581
30189,34111,2,NIMES,809397,6305150,756878,6315283
30189,34146,1,NIMES,809397,6305150,788054,6287147
30189,34172,1,NIMES,809397,6305150,772440,6278125
30189,34174,1,NIMES,809397,6305150,758819,6316810
30189,34244,1,NIMES,809397,6305150,783026,6285926
30189,34327,1,NIMES,809397,6305150,778216,6284786
30189,54318,1,NIMES,809397,6305150,925063,6854393
30189,61494,1,NIMES,809397,6305150,482292,6864447
30189,62040,1,NIMES,809397,6305150,650662,7071203
30189,62737,1,NIMES,809397,6305150,677494,7038623
30189,69199,1,NIMES,809397,6305150,844174,6513822
30189,88114,1,NIMES,809397,6305150,915157,6791064
30189,94002,1,NIMES,809397,6305150,657703,6855422
30189,94065,1,NIMES,809397,6305150,652183,6849996
30189,95019,1,NIMES,809397,6305150,657302,6876515
30189,95351,1,NIMES,809397,6305150,663826,6882783
31555,09019,1,TOULOUSE,574179,6279607,572970,6227540
31555,09038,1,TOULOUSE,574179,6279607,559609,6231233
31555,09060,1,TOULOUSE,574179,6279607,585464,6230644
31555,09105,1,TOULOUSE,574179,6279607,562242,6228637
31555,09122,1,TOULOUSE,574179,6279607,586251,6208339
31555,09124,1,TOULOUSE,574179,6279607,570479,6231849
31555,09167,2,TOULOUSE,574179,6279607,565732,6243287
31555,09181,1,TOULOUSE,574179,6279607,566397,6221525
31555,09225,2,TOULOUSE,574179,6279607,586854,6225129
31555,09235,1,TOULOUSE,574179,6279607,538411,6216422
31555,09253,1,TOULOUSE,574179,6279607,568748,6223618
31555,09268,1,TOULOUSE,574179,6279607,547971,6213175
31555,09282,2,TOULOUSE,574179,6279607,584142,6238304
31555,09289,1,TOULOUSE,574179,6279607,546565,6214002
31555,09324,1,TOULOUSE,574179,6279607,588150,6217212
